Word,Furigana,Romaji,JLPT,Hinshi,Golongan Kata Kerja,Bentuk Masu,Bentuk Negatif,Bentuk Lampau,Bentuk Te,Bentuk Potensial,Bentuk Keinginan,Bentuk Perintah,Bentuk Ajakan,Bentuk Kondisional,Bentuk Pasif,Bentuk Kausatif,Indonesia Meaning
見物する,けんぶつする,kenbutsusuru,JLPT N4,Verb,Suru (Group 3),見物します,見物しない,見物した,見物して,見物できる,見物したい,見物しろ,見物しよう,見物すれば,見物される,見物させる,jalan-jalan; menonton
喧嘩する,けんかする,kenkasuru,JLPT N4,Verb,Suru (Group 3),喧嘩します,喧嘩しない,喧嘩した,喧嘩して,喧嘩できる,喧嘩したい,喧嘩しろ,喧嘩しよう,喧嘩すれば,喧嘩される,喧嘩させる,pertengkaran; perkelahian
研究する,けんきゅうする,kenkyuusuru,JLPT N4,Verb,Suru (Group 3),研究します,研究しない,研究した,研究して,研究できる,研究したい,研究しろ,研究しよう,研究すれば,研究される,研究させる,studi; penelitian
聞こえる,きこえる,kikoeru,JLPT N4,Verb,Ichidan (Group 2),聞こえます,聞こえない,聞こえた,聞こえて,聞こえられる,聞こえたい,聞こえろ,聞こえよう,聞こえれば,聞こえられる,聞こえさせる,terdengar; dapat didengar
決まる,きまる,kimaru,JLPT N4,Verb,Godan (Group 1),決まります,決まらない,決まった,決まって,決まれる,決まりたい,決まれ,決まろう,決まれば,決まられる,決まらせる,akan diputuskan; akan diselesaikan
決める,きめる,kimeru,JLPT N4,Verb,Ichidan (Group 2),決めます,決めない,決めた,決めて,決められる,決めたい,決めろ,決めよう,決めれば,決められる,決めさせる,memutuskan; memilih
込む,こむ,komu,JLPT N4,Verb,Godan (Group 1),込みます,込まない,込んだ,込んで,込める,込みたい,込め,込もう,込めば,込まれる,込ませる,menjadi ramai; menjadi penuh sesak
故障する,こしょうする,koshousuru,JLPT N4,Verb,Suru (Group 3),故障します,故障しない,故障した,故障して,故障できる,故障したい,故障しろ,故障しよう,故障すれば,故障される,故障させる,kerusakan; kegagalan
講義する,こうぎする,kougisuru,JLPT N4,Verb,Suru (Group 3),講義します,講義しない,講義した,講義して,講義できる,講義したい,講義しろ,講義しよう,講義すれば,講義される,講義させる,kuliah
交通する,こうつうする,koutsuusuru,JLPT N4,Verb,Suru (Group 3),交通します,交通しない,交通した,交通して,交通できる,交通したい,交通しろ,交通しよう,交通すれば,交通される,交通させる,lalu lintas; transportasi
壊れる,こわれる,kowareru,JLPT N4,Verb,Ichidan (Group 2),壊れます,壊れない,壊れた,壊れて,壊れられる,壊れたい,壊れろ,壊れよう,壊れれば,壊れられる,壊れさせる,menjadi rusak; pecah
壊す,こわす,kowasu,JLPT N4,Verb,Godan (Group 1),壊します,壊さない,壊した,壊して,壊せる,壊したい,壊せ,壊そう,壊せば,壊される,壊させる,untuk menghancurkan; untuk merusak
比べる,くらべる,kuraberu,JLPT N4,Verb,Ichidan (Group 2),比べます,比べない,比べた,比べて,比べられる,比べたい,比べろ,比べよう,比べれば,比べられる,比べさせる,membandingkan; membuat perbandingan
呉れる,くれる,kureru,JLPT N4,Verb,Ichidan (Group 2),呉れます,呉れない,呉れた,呉れて,呉れられる,呉れたい,呉れろ,呉れよう,呉れれば,呉れられる,呉れさせる,memberi; membiarkan seseorang memiliki
暮れる,くれる,kureru,JLPT N4,Verb,Ichidan (Group 2),暮れます,暮れない,暮れた,暮れて,暮れられる,暮れたい,暮れろ,暮れよう,暮れれば,暮れられる,暮れさせる,menjadi gelap
教育する,きょういくする,kyouikusuru,JLPT N4,Verb,Suru (Group 3),教育します,教育しない,教育した,教育して,教育できる,教育したい,教育しろ,教育しよう,教育すれば,教育される,教育させる,pelatihan; pendidikan
急行する,きゅうこうする,kyuukousuru,JLPT N4,Verb,Suru (Group 3),急行します,急行しない,急行した,急行して,急行できる,急行したい,急行しろ,急行しよう,急行すれば,急行される,急行させる,bergerak dengan kecepatan tinggi
間違える,まちがえる,machigaeru,JLPT N4,Verb,Ichidan (Group 2),間違えます,間違えない,間違えた,間違えて,間違えられる,間違えたい,間違えろ,間違えよう,間違えれば,間違えられる,間違えさせる,membuat kesalahan (dalam); melakukan kekeliruan (misalnya dalam perhitungan)
参る,まいる,mairu,JLPT N4,Verb,Godan (Group 1),参ります,参らない,参った,参って,参れる,参りたい,参れ,参ろう,参れば,参られる,参らせる,pergi; datang
負ける,まける,makeru,JLPT N4,Verb,Ichidan (Group 2),負けます,負けない,負けた,負けて,負けられる,負けたい,負けろ,負けよう,負ければ,負けられる,負けさせる,kalah; dikalahkan
間に合う,まにあう,maniau,JLPT N4,Verb,Godan (Group 1),間に合います,間に合わない,間に合った,間に合って,間に合える,間に合いたい,間に合え,間に合おう,間に合えば,間に合われる,間に合わせる,agar tepat waktu untuk
回る,まわる,mawaru,JLPT N4,Verb,Godan (Group 1),回ります,回らない,回った,回って,回れる,回りたい,回れ,回ろう,回れば,回られる,回らせる,berputar; berotasi
召し上がる,めしあがる,meshiagaru,JLPT N4,Verb,Godan (Group 1),召し上がります,召し上がらない,召し上がった,召し上がって,召し上がれる,召し上がりたい,召し上がれ,召し上がろう,召し上がれば,召し上がられる,召し上がらせる,makan; minum
見える,みえる,mieru,JLPT N4,Verb,Ichidan (Group 2),見えます,見えない,見えた,見えて,見えられる,見えたい,見えろ,見えよう,見えれば,見えられる,見えさせる,terlihat; berada dalam pandangan
見つかる,みつかる,mitsukaru,JLPT N4,Verb,Godan (Group 1),見つかります,見つからない,見つかった,見つかって,見つかれる,見つかりたい,見つかれ,見つかろう,見つかれば,見つかられる,見つからせる,ditemukan; terungkap
見つける,みつける,mitsukeru,JLPT N4,Verb,Ichidan (Group 2),見つけます,見つけない,見つけた,見つけて,見つけられる,見つけたい,見つけろ,見つけよう,見つければ,見つけられる,見つけさせる,"Menemukan; mencari (misalnya, kesalahan dalam buku)"
戻る,もどる,modoru,JLPT N4,Verb,Godan (Group 1),戻ります,戻らない,戻った,戻って,戻れる,戻りたい,戻れ,戻ろう,戻れば,戻られる,戻らせる,"berbalik arah (misalnya, di tengah jalan)"
申し上げる,もうしあげる,moushiageru,JLPT N4,Verb,Ichidan (Group 2),申し上げます,申し上げない,申し上げた,申し上げて,申し上げられる,申し上げたい,申し上げろ,申し上げよう,申し上げれば,申し上げられる,申し上げさせる,untuk mengatakan; untuk memberitahu
申す,もうす,mousu,JLPT N4,Verb,Godan (Group 1),申します,申さない,申した,申して,申せる,申したい,申せ,申そう,申せば,申される,申させる,untuk mengatakan; untuk disebut
迎える,むかえる,mukaeru,JLPT N4,Verb,Ichidan (Group 2),迎えます,迎えない,迎えた,迎えて,迎えられる,迎えたい,迎えろ,迎えよう,迎えれば,迎えられる,迎えさせる,untuk pergi keluar bertemu
向かう,むかう,mukau,JLPT N4,Verb,Godan (Group 1),向かいます,向かわない,向かった,向かって,向かえる,向かいたい,向かえ,向かおう,向かえば,向かわれる,向かわせる,untuk menghadapi
投げる,なげる,nageru,JLPT N4,Verb,Ichidan (Group 2),投げます,投げない,投げた,投げて,投げられる,投げたい,投げろ,投げよう,投げれば,投げられる,投げさせる,membuang; menyingkirkan
泣く,なく,naku,JLPT N4,Verb,Godan (Group 1),泣きます,泣かない,泣いた,泣いて,泣ける,泣きたい,泣け,泣こう,泣けば,泣かれる,泣かせる,menangis; meratap
亡くなる,なくなる,nakunaru,JLPT N4,Verb,Godan (Group 1),亡くなります,亡くならない,亡くなった,亡くなって,亡くなれる,亡くなりたい,亡くなれ,亡くなろう,亡くなれば,亡くなられる,亡くならせる,mati
無くなる,なくなる,nakunaru,JLPT N4,Verb,Godan (Group 1),無くなります,無くならない,無くなった,無くなって,無くなれる,無くなりたい,無くなれ,無くなろう,無くなれば,無くなられる,無くならせる,"hilang (misalnya, barang bawaan); tidak ada yang ditemukan"
治る,なおる,naoru,JLPT N4,Verb,Godan (Group 1),治ります,治らない,治った,治って,治れる,治りたい,治れ,治ろう,治れば,治られる,治らせる,untuk disembuhkan; untuk menjadi sehat
治す,なおす,naosu,JLPT N4,Verb,Godan (Group 1),治します,治さない,治した,治して,治せる,治したい,治せ,治そう,治せば,治される,治させる,menyembuhkan; mengobati
慣れる,なれる,nareru,JLPT N4,Verb,Ichidan (Group 2),慣れます,慣れない,慣れた,慣れて,慣れられる,慣れたい,慣れろ,慣れよう,慣れれば,慣れられる,慣れさせる,untuk terbiasa; untuk menjadi akrab dengan
鳴る,なる,naru,JLPT N4,Verb,Godan (Group 1),鳴ります,鳴らない,鳴った,鳴って,鳴れる,鳴りたい,鳴れ,鳴ろう,鳴れば,鳴られる,鳴らせる,bersuara; berdering
為さる,なさる,nasaru,JLPT N4,Verb,Godan (Group 1),為さります,為さらない,為さった,為さって,為される,為さりたい,為され,為さろう,為されば,為さられる,為さらせる,untuk dilakukan
寝坊する,ねぼうする,nebousuru,JLPT N4,Verb,Suru (Group 3),寝坊します,寝坊しない,寝坊した,寝坊して,寝坊できる,寝坊したい,寝坊しろ,寝坊しよう,寝坊すれば,寝坊される,寝坊させる,tidur larut; bangun kesiangan
眠る,ねむる,nemuru,JLPT N4,Verb,Godan (Group 1),眠ります,眠らない,眠った,眠って,眠れる,眠りたい,眠れ,眠ろう,眠れば,眠られる,眠らせる,untuk tidur (tidak harus berbaring)
逃げる,にげる,nigeru,JLPT N4,Verb,Ichidan (Group 2),逃げます,逃げない,逃げた,逃げて,逃げられる,逃げたい,逃げろ,逃げよう,逃げれば,逃げられる,逃げさせる,melarikan diri; kabur
似る,にる,niru,JLPT N4,Verb,Ichidan (Group 2),似ます,似ない,似た,似て,似られる,似たい,似ろ,似よう,似れば,似られる,似させる,menyerupai; terlihat seperti
残る,のこる,nokoru,JLPT N4,Verb,Godan (Group 1),残ります,残らない,残った,残って,残れる,残りたい,残れ,残ろう,残れば,残られる,残らせる,untuk tetap tinggal; untuk ditinggalkan
乗り換える,のりかえる,norikaeru,JLPT N4,Verb,Ichidan (Group 2),乗り換えます,乗り換えない,乗り換えた,乗り換えて,乗り換えられる,乗り換えたい,乗り換えろ,乗り換えよう,乗り換えれば,乗り換えられる,乗り換えさせる,"untuk berpindah (kereta); untuk berganti (bus, kereta)"
濡れる,ぬれる,nureru,JLPT N4,Verb,Ichidan (Group 2),濡れます,濡れない,濡れた,濡れて,濡れられる,濡れたい,濡れろ,濡れよう,濡れれば,濡れられる,濡れさせる,menjadi basah
塗る,ぬる,nuru,JLPT N4,Verb,Godan (Group 1),塗ります,塗らない,塗った,塗って,塗れる,塗りたい,塗れ,塗ろう,塗れば,塗られる,塗らせる,mengecat; memplester
盗む,ぬすむ,nusumu,JLPT N4,Verb,Godan (Group 1),盗みます,盗まない,盗んだ,盗んで,盗める,盗みたい,盗め,盗もう,盗めば,盗まれる,盗ませる,mencuri
入学する,にゅうがくする,nyuugakusuru,JLPT N4,Verb,Suru (Group 3),入学します,入学しない,入学した,入学して,入学できる,入学したい,入学しろ,入学しよう,入学すれば,入学される,入学させる,Pendaftaran masuk sekolah atau universitas; matrikulasi
入院する,にゅういんする,nyuuinsuru,JLPT N4,Verb,Suru (Group 3),入院します,入院しない,入院した,入院して,入院できる,入院したい,入院しろ,入院しよう,入院すれば,入院される,入院させる,rawat inap; perawatan di rumah sakit
落ちる,おちる,ochiru,JLPT N4,Verb,Ichidan (Group 2),落ちます,落ちない,落ちた,落ちて,落ちられる,落ちたい,落ちろ,落ちよう,落ちれば,落ちられる,落ちさせる,jatuh; menjatuhkan
驚く,おどろく,odoroku,JLPT N4,Verb,Godan (Group 1),驚きます,驚かない,驚いた,驚いて,驚ける,驚きたい,驚け,驚こう,驚けば,驚かれる,驚かせる,terkejut; tercengang
踊る,おどる,odoru,JLPT N4,Verb,Godan (Group 1),踊ります,踊らない,踊った,踊って,踊れる,踊りたい,踊れ,踊ろう,踊れば,踊られる,踊らせる,menari (awalnya tarian melompat)
お出でになる,おいでになる,oideninaru,JLPT N4,Verb,Godan (Group 1),お出でになります,お出でにならない,お出でになった,お出でになって,お出でになれる,お出でになりたい,お出でになれ,お出でになろう,お出でになれば,お出でになられる,お出でにならせる,menjadi
お祝いする,おいわいする,oiwaisuru,JLPT N4,Verb,Suru (Group 3),お祝いします,お祝いしない,お祝いした,お祝いして,お祝いできる,お祝いしたい,お祝いしろ,お祝いしよう,お祝いすれば,お祝いされる,お祝いさせる,ucapan selamat; ucapan selamat
行う,おこなう,okonau,JLPT N4,Verb,Godan (Group 1),行います,行わない,行った,行って,行える,行いたい,行え,行おう,行えば,行われる,行わせる,untuk melakukan; untuk menjalankan
